Date,Product_ID,Category,Base_Price,Actual_Price,Quantity_Sold,Cost,Customer_Segment,Region,Promotion_Flag,Revenue,Price_Change_%,Quantity_Change_%,Elasticity,Simulated_Price,Simulated_Quantity,Simulated_Revenue
2022-01-02,1,Luxury,25.939961146634403,35.08034399848736,26,13.090263782982378,Budget,West,1,912.0889439606713,-0.571503118043609,-0.7173913043478262,1.255271024248524,38.5883783983361,29.263704663046166,1129.238908874778
2022-01-02,2,Essential,61.50632222537545,85.14106555582666,148,36.39385092417199,Regular,East,0,12600.877702262345,0.3023022845199066,-0.270935960591133,-0.8962418561322247,93.65517211140933,134.73562052924308,12618.687730203797
2022-01-02,3,Essential,43.541818038464434,39.873558046400795,179,23.040281382047052,Premium,West,0,7137.366890305742,-0.020596931429732956,0.12578616352201255,-6.107034144922791,43.86091385104088,69.68408880588198,3056.4078159030714
2022-01-02,4,General,32.87472841627649,27.490915368289965,110,24.807300915111966,Premium,West,0,3024.000690511896,-0.028217245881978825,-0.21985815602836878,7.791623496777302,30.240006905118964,195.7078584645504,5918.206991354049
2022-01-02,5,General,36.68591292830186,34.33158291582598,135,27.12881269214841,Premium,East,0,4634.763693636508,0.5932474940309644,4.4,7.416803348132379,37.76474120740858,235.12684519978717,8879.504459884382
2022-01-02,6,General,89.79554340555939,55.861216473340974,207,56.709678346485255,Regular,West,0,11563.271809981581,0.6314271117680348,0.2621951219512195,0.415242103268352,61.44733812067508,215.5955115376549,13247.770294754184
2022-01-02,7,Luxury,58.838017123681894,48.79042555370133,128,30.10449619264656,Budget,West,0,6245.174470873771,0.6118437172394284,-0.03759398496240607,-0.061443770530203355,53.669468109071474,127.21351973721339,6827.481940579109
2022-01-02,8,Luxury,84.50821034088298,69.06301088186693,60,53.846903308204745,Budget,East,1,4143.780652912016,0.10744746803646765,-0.40594059405940597,-3.778037784209394,75.96931197005362,37.331773294743634,2836.069131823696
2022-01-02,9,General,67.3686911348386,79.55387291869917,80,42.44606296860663,Premium,East,1,6364.309833495934,-0.076939140402284,-0.19999999999999996,2.5994571677598675,87.5092602105691,100.79565734207897,8820.553406443349
2022-01-02,10,General,96.63835732101326,122.61321087206578,56,68.27982848820032,Budget,West,0,6866.3398088356835,2.2253217601275725,-0.5851851851851853,-0.26296654967847793,134.87453195927236,54.52738732180052,7354.355843989806
2022-01-02,11,General,32.52186083481358,33.80261502596116,121,22.67207537094536,Budget,East,0,4090.1164181413005,-0.6094257394140905,1.4693877551020407,-2.4111022230776276,37.18287652855728,91.82566310076068,3414.3422932284825
2022-01-02,12,Essential,32.29578905510417,28.574608264343727,187,19.460276607102752,Premium,East,0,5343.451745432277,-0.6762177295320972,0.14723926380368102,-0.21773943121184045,31.432069090778104,182.9282726363386,5749.814104162088
2022-01-02,13,Luxury,86.99145256099065,101.16464697133485,77,55.622521266896584,Budget,West,0,7789.677816792783,0.3739036512395808,1.40625,3.7609956344045905,111.28111166846834,105.95966638491537,11791.309467333418
2022-01-02,14,General,67.15842857808795,42.729094030514254,123,46.188744823858784,Regular,West,0,5255.678565753254,0.10827515946552513,0.9523809523809523,8.795932114828156,47.00200343356568,231.1899650123864,10866.391529318116
